Dosya Adı;Mevzuat No;Yönetmelik
7.5.12240.txt;12240;DIŞ PROJE KREDİLERİNİN DIŞ BORÇ KAYDINA İLİŞKİN ESAS VE USULLER HAKKINDA YÖNETMELİK
7.5.12250.txt;12250;SİGORTA VE REASÜRANS İLE EMEKLİLİK ŞİRKETLERİNDE BAĞIMSIZ DENETİM YAPILMASINA İLİŞKİN YÖNETMELİK
7.5.4069.txt;4069;ATATÜRK KÜLTÜR, DİL VE TARİH YÜKSEK KURUMU VE KURULUŞUNA DÂHİL KURUMLARDA SÖZLEŞMELİ UZMAN ÇALIŞTIRILMASI HAKKINDA YÖNETMELİK
7.5.4082.txt;4082;GENEL NÜFUS SAYIMI SAYIM KOMİTELERİ VE BÜROLARININ KURULUŞ, GÖREV VE ÇALIŞMA ESASLARI YÖNETMELİĞİ
7.5.4086.txt;4086;DEVLET İSTATİSTİK ENSTİTÜSÜ BAŞKANLIĞI KURULLARI VE ARAŞTIRMA GRUPLARININ KURULUŞ, GÖREV VE ÇALIŞMA USUL VE ESASLARI İLE BU KURUL VE GRUPLARDA ÇALIŞTIRILACAKLARA YAPILACAK ÖDEMELERİN USUL VE ESASLARI HAKKINDA YÖNETMELİK
7.5.4112.txt;4112;90/755 SAYILI KARARNAME UYARINCA GELİŞMEKTE OLAN ÜLKELERE YAPILACAK TEKNİK YARDIMLARLA İLGİLİ FAALİYETLERİN YÜRÜTÜLMESİNE İLİŞKİN ESASLAR
7.5.4115.txt;4115;İHRACATTA KOTA VE TARİFE KONTENJANI BELİRLENMESİ VE İDARESİNE İLİŞKİN YÖNETMELİK
7.5.4119.txt;4119;EKONOMİK VE SOSYAL KONSEYİN TEŞEKKÜLÜ İLE ÇALIŞMA ESAS VE USULLERİ HAKKINDA YÖNETMELİK
7.5.4121.txt;4121;KALKINMADA ÖNCELİKLİ YÖRELERE İLİŞKİN PROGRAM VE PROJELERİ DESTEKLEMEK AMACIYLA DEVLET PLANLAMA TEŞKİLATI BÜTÇESİNDE YERALAN ÖDENEKTEN YAPILACAK YARDIMLARIN USUL VE ESASLARI HAKKINDA YÖNETMELİK
7.5.4125.txt;4125;İTHALATTA HAKSIZ REKABETİN ÖNLENMESİ HAKKINDAYÖNETMELİK
7.5.4129.txt;4129;İTHALATTA KORUNMA ÖNLEMLERİ YÖNETMELİĞİ
7.5.4130.txt;4130;İTHALATTA GÖZETİM UYGULANMASI YÖNETMELİĞİ
7.5.4142.txt;4142;DEVLET PLANLAMA TEŞKİLATI MÜSTEŞARLIĞINDA 933 SAYILI KANUNUN 4 VE 8 İNCİ MADDELERİ İLE 540 SAYILI K.H.K NİN 34. VE 35.MADDELERİNE İSTİNADEN İSTİHDAM EDİLECEK SÖZLEŞMELİ PERSONELİN SEÇİLMESİNE İLİŞKİN USUL VE ESASLAR HAKKINDA YÖNETMELİK
7.5.4143.txt;4143;GENÇLİK VE SPOR GENEL MÜDÜRLÜĞÜ MERKEZ VE TAŞRA TEŞKİLATI AYNİYAT YÖNETMELİĞİ
7.5.4147.txt;4147;SPOR GENEL MÜDÜRLÜĞÜ SÖZLEŞMELİ SPOR UZMANI VE ANTRENÖR ÇALIŞTIRILMASI HAKKINDA YÖNETMELİK
7.5.4153.txt;4153;SPOR MASÖRÜ EĞİTİM YÖNETMELİĞİ
7.5.4155.txt;4155;İKİLİ ANLAŞMALAR, PROTOKOLLER VEYA DİĞER DÜZENLEMELER KAPSAMI DIŞINDA, BELİRLİ ÜLKELER MENŞELİ TEKSTİL ÜRÜNLERİ İTHALATINDA GÖZETİM VE KORUNMA ÖNLEMLERİ HAKKINDA YÖNETMELİK
7.5.4157.txt;4157;GENÇLİK VE SPOR GENEL MÜDÜRLÜĞÜ SPOR FEDERASYONLARININ TEŞKİLATI ÇALIŞMA, GÖREV, YETKİ VE SORUMLULUK YÖNETMELİĞİ
7.5.4161.txt;4161;GENÇLİK VE SPOR GENEL MÜDÜRLÜĞÜ İL SPOR DALI TEMSİLCİ YÖNETMELİĞİ
7.5.4166.txt;4166;BELİRLİ ÜÇÜNCÜ ÜLKELERDE İŞLEM GÖRDÜKTEN SONRA GERİ İTHAL EDİLEN BELİRLİ TEKSTİL ÜRÜNLERİNE VE GİYİM EŞYASINA UYGULANAN EKONOMİK ETKİLİ HARİÇTE İŞLEME REJİMİ YÖNETMELİĞİ
7.5.4181.txt;4181;SPOR GENEL MÜDÜRLÜĞÜ SPOR KONTROLÖRLÜĞÜ YÖNETMELİĞİ
7.5.4190.txt;4190;GENÇLİK VE SPOR GENEL MÜDÜRLÜĞÜ SPORTİF MÜSABAKA VE GÖSTERİ HASILATININ DAĞITIMINA DAİR YÖNETMELİK
7.5.4191.txt;4191;ÖZEL BEDEN EĞİTİMİ VE SPOR TESİSLERİ YÖNETMELİĞİ
7.5.4193.txt;4193;GENÇLİK VE SPOR GENEL MÜDÜRLÜĞÜ SPONSORLUK YÖNETMELİĞİ
7.5.4194.txt;4194;DIŞ TİCARETTE TEKNİK DÜZENLEMELER VE STANDARDİZASYON YÖNETMELİĞİ
7.5.4196.txt;4196;SPOR TOTO TEŞKİLAT BAŞKANLIĞI PERSONEL YÖNETMELİĞİ
7.5.4198.txt;4198;SPOR TOTO TEŞKİLAT BAŞKANLIĞI REKLAM YÖNETMELİĞİ
7.5.4210.txt;4210;TEKNİK MEVZUATIN VE STANDARTLARIN TÜRKİYE İLE AVRUPA BİRLİĞİ ARASINDA BİLDİRİMİNE DAİR YÖNETMELİK
7.5.4211.txt;4211;DÜNYA TİCARET ÖRGÜTÜ KURULUŞ ANLAŞMASININ EKİNDE YER ALAN TİCARETTE TEKNİK ENGELLER ANLAŞMASINDA ÖNGÖRÜLEN BİLDİRİM FAALİYETLERİNİN YÜRÜTÜLMESİNE İLİŞKİN YÖNETMELİK
7.5.4214.txt;4214;İSTANBUL ATATÜRK HAVALİMANI SERBEST BÖLGESİ KIYI (OFF-SHORE) BANKACILIĞI MERKEZİ YÖNETMELİĞİ
7.5.4252.txt;4252;DAĞ MİHMANDARLIĞI YÖNETMELİĞİ
7.5.4257.txt;4257;KIZAK SPORU YARIŞMA YÖNETMELİĞİ
7.5.4353.txt;4353;506 SAYILI KANUNA TABİ SiGORTALILARA VE BUNLARIN EMEKLİLERİNE AÇILACAK FAİZSİZ KONUT KREDİSİ YÖNETMELİĞİ
7.5.4355.txt;4355;TUNCELİ, İZMİR VE BİNGÖL DEPREMLERİNDE ZARAR GÖREN AFETZEDELER HAKKINDA YÖNETMELİK
7.5.4357.txt;4357;İKRAZATÇILIK FAALİYETLERİ HAKKINDA YÖNETMELİK
7.5.4358.txt;4358;ALTYAPILI ARSA ÜRETİMİ VE BU ARSALARIN TAHSİS YOLUYLA SATIŞINA İLİŞKİN YÖNETMELİK
7.5.4361.txt;4361;BELEDİYE ARSALARI ÜZERİNDE TOPLU KONUT VE KENTSEL ÇEVRE ÜRETİMİ VE KREDİLENDİRİLMESİNE DAİR YÖNETMELİK
7.5.4364.txt;4364;HAZİNE MÜSTEŞARLIĞI HAZİNE KONTROLÖRLERİ KURULU YÖNETMELİĞİ
7.5.4367.txt;4367;SİGORTA PRODÜKTÖRLERİ YÖNETMELİĞİ
7.5.4370.txt;4370;HAZİNE MÜSTEŞARLIĞI TAŞRA TEŞKİLATI BİRİMLERİ VE PERSONELİNİN ÇALIŞMA USUL VE ESASLARI HAKKINDA YÖNETMELİK
7.5.4372.txt;4372;MADENİ HATIRA PARA VE HATIRA MADALYONU BASIMI VE SATIŞI HAKKINDA YÖNETMELİK
7.5.4375.txt;4375;TOPLU KONUT KREDİLERİ UYGULAMA YÖNETMELİĞİ
7.5.4378.txt;4378;TOPLU KONUT TASARRUF SİSTEMİ VE KONUT KREDİLERİ YÖNETMELİĞİ
7.5.4396.txt;4396;DOĞRUDAN YABANCI YATIRIMLAR KANUNU UYGULAMA YÖNETMELİĞİ
7.5.4400.txt;4400;SİVİL HAVA ARAÇLARI ÜÇÜNCÜ ŞAHIS MALİ MESULİYET SİGORTASININ TİCARİ OLARAK TEMİN EDİLEMEYEN KISMININ DEVLET GARANTİSİ İLE KARŞILANMASI HAKKINDA UYGULAMA YÖNETMELİĞİ
7.5.4409.txt;4409;SUSPORLARI, CANKURTARMA, SUKAYAĞI VE PALETLİ YÜZME MÜSABAKA YÖNETMELİĞİ
7.5.4411.txt;4411;ÖZÜRLÜLER İDARESİ BAŞKANLIĞI ÖZÜRLÜLER YÜKSEK KURULU GÖREV VE ÇALIŞMA ESASLARI YÖNETMELİĞİ
7.5.4412.txt;4412;SOSYAL HİZMETLER DANIŞMA KURULU’NUN ÇALIŞMA USUL VE ESASLARI HAKKINDA YÖNETMELİK
7.5.4413.txt;4413;SOSYAL HİZMETLER VE ÇOCUK ESİRGEME KURUMU GENEL MÜDÜRLÜĞÜNÜN MERKEZ VE TAŞRA TEŞKİLATI İLE SOSYAL HİZMET KURULUŞLARINDA OKUTULACAK DERS SAATLERİNİN SAYISI, DERS GÖREVİ ALACAKLARIN NİTELİKLERİ VE BENZERİ DİĞER HUSUSLARIN TESPİTİNE DAİR ESASLAR
7.5.4414.txt;4414;HUZUREVLERİ İLE HUZUREVİ YAŞLI BAKIM VE REHABİLİTASYON MERKEZLERİ YÖNETMELİĞİ
7.5.4418.txt;4418;KORUNMAYA MUHTAÇ ÇOCUKLARIN İŞ VE MESLEK SAHİBİOLABİLMELERİ İÇİN İŞYERLERİNDE ÇALIŞTIRILMA ESASLARINA İLİŞKİN YÖNETMELİK
7.5.4419.txt;4419;KORUNMAYA MUHTAÇ ÇOCUKLARIN TESPİTİ, İNCELEMEKORUNMA KARARLARININ ALINMASI VE KALDIRILMASINAİLİŞKİN YÖNETMELİK
7.5.4422.txt;4422;KAMU KURUM VE KURULUŞLARI BÜNYESİNDE AÇILACAKHUZUREVLERİNİN KURULUŞ VE İŞLEYİŞ ESASLARI HAKKINDAYÖNETMELİK
7.5.4424.txt;4424;KORUNMAYA VE BAKIMA ALINMIŞ OLUP İŞGÖRME GÜCÜNESAHİP VE İSTEKLİ OLANLARIN BULUNDUKLARI SOSYAL HİZMET KURULUŞLARININ UYGUN GÖRÜLEN HİZMETLERİNDEÇALIŞTIRILMALARINA İLİŞKİN YÖNETMELİK
7.5.4430.txt;4430;2985 SAYILI KANUNA GÖRE TOPLU KONUT FONUNDAN FAYDALANAN DEVLET MEMURLARINA VE DİĞER KAMU GÖREVLİLERİNE AÇILACAK KONUT KREDİSİ YÖNETMELİĞİ
7.5.4434.txt;4434;YETİŞTİRME YURTLARININ KURULUŞ VE İŞLEYİŞİNE İLİŞKİN YÖNETMELİK
7.5.4436.txt;4436;SOSYAL HİZMETLER VE ÇOCUK ESİRGEME KURUMU ÇOCUK YUVALARI YÖNETMELİĞİ
7.5.4437.txt;4437;SOSYAL HİZMET KURULUŞLARININ ÇOK AMAÇLI OLARAK ÇALIŞMASI VE ÇOK AMAÇLI SOSYAL HİZMET KURULUŞLARI KURULMASI HAKKINDA YÖNETMELİK
7.5.4443.txt;4443;TÜRKİYE BİLİMLER AKADEMİSİ YAYIN YÖNETMELİĞİ
7.5.4447.txt;4447;TÜRK İŞBİRLİĞİ VE KALKINMA İDARESİ BAŞKANLIĞI PROJE BELİRLEME VE UYGULAMA YÖNETMELİĞİ
7.5.4456.txt;4456;HAZİNE MÜSTEŞARLIĞI YURT DIŞINA LİSANS ÜSTÜ ÖĞRENİM AMACIYLA PERSONEL GÖNDERİLMESİNE İLİŞKİN USUL VE ESASLARIN BELİRLENMESİNE DAİR YÖNETMELİK
7.5.4461.txt;4461;VAKIF TAŞINMAZ MALLARIN ENVANTERİNİN YAPILMASI YENİ KÜTÜKLER İLE SİCİL FİŞLERİNİN DÜZENLENMESİ HAKKINDA YÖNETMELİK
7.5.4474.txt;4474;VAKIFLAR GENEL MÜDÜRLÜĞÜ FON YÖNETMELİĞİ
7.5.4477.txt;4477;ARSA OFİSİ KANUNU UYGULAMA YÖNETMELİĞİ
7.5.4479.txt;4479;ARSA OFİSİ GENEL MÜDÜRLÜĞÜ TAŞINMAZ MAL İKTİSABI, SATIŞI, KİRAYA VERİLMESİ, DEVRİ, İNTİKALİ, TRAMPA ve İRTİFAK HAKKI TESİSİNE İLİŞKİN USUL ve ESASLAR HAKKINDA YÖNETMELİK
7.5.4491.txt;4491;TÜRKİYE RADYO-TELEVİZYON KURUMU İŞÇİ SAYILMAYAN GEÇİCİ PERSONEL ÇALIŞTIRILMASINA İLİŞKİN YÖNETMELİK
7.5.4510.txt;4510;TÜRKİYE RADYO - TELEVİZYON KURUMU'NCA BANDROL VERİLMESİNE İLİŞKİN USÛL VE ESASLAR HAKKINDA YÖNETMELİK
7.5.4513.txt;4513;TÜRKİYE RADYO-TELEVİZYON KURUMU TEFTİŞ KURULU YÖNETMELİĞİ
7.5.4527.txt;4527;MİLLÎ SAVUNMA BAKANLIĞI AKARYAKIT İKMAL VE NATO POL TESİSLERİ İŞLETME BAŞKANLIĞI YÖNETİM KURULUNUN ÇALIŞMA ESAS VE USULLERİNE DAİR YÖNETMELİK
7.5.4549.txt;4549;M.K.E. KURUMU TEFTİŞ KURULU YÖNETMELİĞİ
7.5.4552.txt;4552;TÜRKİYE VE ORTA DOĞU AMME İDARESİ ENSTİTÜSÜ AKADEMİK PERSONEL YÖNETMELİĞİ
7.5.4553.txt;4553;TÜRKİYE VE ORTA DOĞU AMME İDARESİ ENSTİTÜSÜ YAYIN YÖNETMELİĞİ
7.5.4555.txt;4555;TÜRKİYE VE ORTA DOĞU AMME İDARESİ ENSTİTÜSÜ LİSANSÜSTÜ ÖĞRETİM YÖNETMELİĞİ
7.5.4572.txt;4572;GEÇİCİ VE GÖNÜLLÜ KÖY KORUCULARININ ELLERİNDEBULUNDURDUKLARI RUHSATSIZ SİLAHLARIN TESLİMİ VERUHSATA BAĞLANMASI HAKKINDA YÖNETMELİK
7.5.4576.txt;4576;KÖY KORUCULARI YÖNETMELİĞİ
7.5.4583.txt;4583;MİLLİ PİYANGO İDARESİ GENEL MÜDÜRLÜĞÜTEFTİŞ KURULU YÖNETMELİĞİ
7.5.4589.txt;4589;T.C. EMEKLİ SANDIĞI YOKLAMA YÖNETMELİĞİ
7.5.4591.txt;4591;MİLLİ PİYANGO İDARESİGENEL MÜDÜRLÜĞÜHEMEN-KAZAN OYUNU YÖNETMELİĞİ
7.5.4598.txt;4598;T.C. EMEKLİ SANDIĞI GENEL MÜDÜRLÜĞÜDİNLENME VE BAKIMEVLERİ(HUZUREVLERİ)İŞLETME YÖNETMELİĞİ
7.5.4599.txt;4599;MİLLİ PİYANGO İDARESİ GENEL MÜDÜRLÜĞÜSAYISAL OYUNLAR YÖNETMELİĞİ
7.5.4602.txt;4602;HASILATTAN AYRILAN KARŞILIK HESABINDAN YAPILACAKHARCAMA ESASLARI HAKKINDA YÖNETMELİK
7.5.4603.txt;4603;4046 SAYILI KANUN KAPSAMINDA DANIŞMANLIK HİZMETLERİ İHALELERİNDE UYGULANACAKESAS VE USULLERE İLİŞKİN YÖNETMELİK
7.5.4604.txt;4604;ÖZELLEŞTİRME FONU YÖNETMELİĞİ
7.5.4606.txt;4606;ÖZELLEŞTİRME UYGULAMALARINDA DEĞER TESPİTİ VE İHALE YÖNETMELİĞİ
7.5.4615.txt;4615;DEVLET MALZEME OFİSİ TEFTİŞ KURULU YÖNETMELİĞİ
7.5.4617.txt;4617;İL PLANLAMA VE KOORDİNASYON MÜDÜRLÜKLERİ KURULUŞ GÖREV VE ÇALIŞMA YÖNETMELİĞİ
7.5.4618.txt;4618;TÜRK İDARECİLER ŞURASI ÇALIŞMA ESAS VE USULLERİ HAKKINDA YÖNETMELİK
7.5.4624.txt;4624;İÇİŞLERİ BAKANLIĞI  NÜFUS VE VATANDAŞLIK İŞLERİ GENEL MÜDÜRLÜĞÜ DÖNER SERMAYE İŞLETMESİ YÖNETMELİĞİ
7.5.4629.txt;4629;NÜFUS KÜTÜKLERİNİN YENİLENMESİNE İLİŞKİN YÖNETMELİK
7.5.4634.txt;4634;SINIR ANLAŞMAZLIĞI, MÜLKİ AYRILMA VE BİRLEŞME İLE KÖY KURULMASI VE KALDIRILMASI HAKKINDA YÖNETMELİK
7.5.4635.txt;4635;TANITICI BAYRAKLARIN KULLANMA İZNİNE VE TESCİL İŞLEMLERİNE AİT YÖNETMELİK
7.5.4637.txt;4637;TAŞINMAZ MAL ZİLYETLİĞİNE YAPILAN TECAVÜZLERİN ÖNLENMESİ HAKKINDA KANUNUN UYGULAMA ŞEKLİ VE ESASLARINA DAİR  YÖNETMELİK
7.5.4640.txt;4640;SÎVİL SAVUNMA İDARESİ TAŞRA TEŞKİLATI İLE DAİRE,MÜESSESE VE TEŞEKKÜLLER SİVİL SAVUNMAPERSONELİNİN   GÖREV  VE   İŞBÖLÜMÜHAKKINDA YÖNETMELİK
7.5.4642.txt;4642;SİVİL SAVUNMA İDARESİ MAL YÖNETMELİĞİ
7.5.4648.txt;4648;MALİYE BAKANLIĞI GELİRLER GENEL MÜDÜRLÜĞÜ, VERGİ İSTİHBARAT UZMANLIĞI GÖREV, YETKİ, ÇALIŞMA VE ATAMA YÖNETMELİĞİ
7.5.4649.txt;4649;SERBEST MUHASEBECİ MALİ MÜŞAVİRLER ODALARI YÖNETMELİĞİ
7.5.4650.txt;4650;SERBEST MUHASEBECİ MALİ MÜŞAVİR VE YEMİNLİ MALİ MÜŞAVİRLERİN ÇALIŞMA USUL VE ESASLARI HAKKINDA YÖNETMELİK
7.5.4651.txt;4651;HASSAS BÖLGELERDE KURULACAK HASTANELER SERVİSİNE AİT PLANLAMA, TEŞKİLÂT, İKMAL VE DİĞER HİZMETLERİN YÜRÜTÜLMESİ HAKKINDAYÖNETMELİK
7.5.4652.txt;4652;SERBEST MUHASEBECİLİK, SERBEST MUHASEBECİ MALİ MÜŞAVİRLİK VE YEMİNLİ MALİ MÜŞAVİRLİK KANUNU GEREĞİNCE YAPILACAK BAŞVURULAR HAKKINDA YÖNETMELİK
7.5.4658.txt;4658;SİVİL SAVUNMA HİZMETLERİNDE ASKERİ İŞBİRLİĞİYÖNETMELİĞİ
7.5.4660.txt;4660;TASARRUFU KISITLANAN BİNA, ARSA VE ARAZİ HAKKINDA YÖNETMELİK
7.5.4661.txt;4661;TÜRKİYE SERBEST MUHASEBECİ MALI MÜŞAVİRLER VE YEMİNLİ MALİ MÜŞAVİRLER ODALARI BİRLİĞİ YÖNETMELİĞİ
7.5.4663.txt;4663;UZLAŞMA YÖNETMELİĞİ
7.5.4665.txt;4665;VERGİ DAİRELERİ KURULUŞ VE GÖREV YÖNETMELİĞİ
7.5.4666.txt;4666;SİVİL SAVUNMA BAKIMINDAN HALK TARAFINDANYAPILACAK TEŞKİLÂT VE ALINACAK TEDBİRLERHAKKINDA YÖNETMELİK
7.5.4667.txt;4667;VERGİ USUL KANUNU UYARINCA VERGİ MÜKELLEFLERİ TARAFINDAN KULLANILAN BELGELERİN BASIM VE DAĞITIM HAKKINDA YÖNETMELİK
7.5.4668.txt;4668;YEMİNLİ MALİ MÜŞAVİRLER ODALARI YÖNETMELİĞİ
7.5.4675.txt;4675;2464 SAYILI BELEDİYE GELİRLERİ KANUNUNUN ÇEŞİTLİ HARÇLARLA İLGİLİ HÜKÜMLERİNİN UYGULANMASINA İLİŞKİN YÖNETMELİK
7.5.4676.txt;4676;2464 SAYILI BELEDİYE GELİRLERİ KANUNUNUN HARCAMALARA KATILMA PAYLARI İLE İLGİLİ HÜKÜMLERİNİN UYGULANMASINA İLİŞKİN YÖNETMELİK
7.5.4677.txt;4677;ÖZÜRLÜLER İDARESİ BAŞKANLIĞI ÖZÜRLÜLER ŞURASI YÖNETMELİĞİ
7.5.4684.txt;4684;İÇİŞLERİ BAKANLIĞI MAHALLİ İDARELERKONTROLÖRLERİ YÖNETMELİĞİ
7.5.4685.txt;4685;MAHALLİ İDARELER UZLAŞMA YÖNETMELİĞİ
7.5.4686.txt;4686;KÖY VE MAHALLE MUHTARLARININ ÖDENEKLERİNİN ÖDENME USULÜ,  KÖY VE MAHALLE MUHTARLARI VE İHTİYAR HEYETLERİ TARAFINDAN VERİLECEK RESMİ EVRAK İLE  MAHALLE MUHTARLARININ HARÇ TAHSİLATININ VE PAYLARININ ÖDENMESİ BİÇİMİ HAKKINDA YÖNETMELİK
7.5.4689.txt;4689;DEVLET MEZARLIĞI DIŞINDA DEFNEDİLEN BAZI DEVLET BÜYÜKLERİNİN  MEZARLARI HAKKINDA KANUNUN UYGULANMASINA DAİR YÖNETMELİK
7.5.4690.txt;4690;BELEDİYE TAHSİLAT YÖNETMELİĞİ
7.5.4694.txt;4694;DIŞİŞLERİ BAKANLIĞI TÜRK UYRUKLU SÖZLEŞMELİ SEKRETERSINAV YÖNETMELİĞİ
7.5.4695.txt;4695;İÇİŞLERİ BAKANLIĞI DERNEKLER DENETÇİLERİ YÖNETMELİĞİ
7.5.4697.txt;4697;KARAYOLLARI GENEL MÜDÜRLÜĞÜ TEFTİŞ KURULU YÖNETMELİĞİ
7.5.4699.txt;4699;TRAFİK İŞARETLERİ HAKKINDA YÖNETMELİK
7.5.4701.txt;4701;KARAYOLU TRAFİK GÜVENLİĞİNİN SAĞLANMASI YÖNÜNDEN, YOLUN YAPISINDA YAPILACAK HER TÜRLÜ ÇALIŞMALARDA ALINACAK TEDBİRLER İLE KARAYOLU DIŞINDA, KENARINDA VEYA ÜZERİNDEKİ DİĞER LEVHALAR, IŞIKLAR VE İŞARETLEMELER HAKKINDA YÖNETMELİK
7.5.4702.txt;4702;KARAYOLLARI KENARINDA YAPILACAK VE AÇILACAK TESİSLER HAKKINDA YÖNETMELİK
7.5.4707.txt;4707;AYNİYAT YE AMBAR YÖNETMELİĞİ
7.5.4712.txt;4712;DANIŞMANLIK HİZMET ALIMLARI MUAYENE VE KABUL YÖNETMELİĞİ
7.5.4713.txt;4713;MAL ALIMLARI DENETİMMUAYENE VE KABUL İŞLEMLERİNE DAİR YÖNETMELİK
7.5.4714.txt;4714;HİZMET ALIMLARI MUAYENE VE KABUL YÖNETMELİĞİ
7.5.4716.txt;4716;MİMARLIK, PEYZAJ MİMARLIĞI, MÜHENDİSLİK, KENTSEL TASARIM PROJELERİ, ŞEHİR VE BÖLGE PLANLAMA VE GÜZEL SANAT ESERLERİ YARIŞMALARI YÖNETMELİĞİ
7.5.4718.txt;4718;İSTANBUL BOĞAZİÇİ KÖPRÜSÜİŞLETME YÖNETMELİĞİ
7.5.4723.txt;4723;TAŞINMAZ MALLARIN SINIRLANDIRMA,TESPİT VE KONTROL İŞLERİ HAKKINDAKİ YÖNETMELİK
7.5.4724.txt;4724;KADASTRO ÇALIŞMALARINDA TAKSİM SEBEBİYLE AYIRMA VE BİRLEŞTİRMELER HAKKINDA YÖNETMELİK
7.5.4727.txt;4727;İTİRAZLARI İNCELEYECEK KADASTRO KOMİSYONUNUN KURULUŞU VE GÖREVLERİ HAKKINDA YÖNETMELİK
7.5.4729.txt;4729;KADASTRO İLANLARI HAKKINDA YÖNETMELİK
7.5.4730.txt;4730;KADASTRO ÇALIŞMA ALANLARININ BELİRLENMESİ HAKKINDA YÖNETMELİK
7.5.4731.txt;4731;KADASTRO BİLİRKİŞİLERİ HAKKINDA YÖNETMELİK
7.5.4732.txt;4732;DAVALI TAŞINMAZ MAL TUTANAKLARININ KADASTRO MAHKEMESİNE DEVRİ HAKKINDA YÖNETMELİK
7.5.4734.txt;4734;TAPULAMA VE KADASTRO PAFTALARINI YENİLEME YÖNETMELİĞİ
7.5.4735.txt;4735;TESCİLE KONU OLAN HARİTA VE PLANLAR YÖNETMELİĞİ
7.5.4743.txt;4743;SEYİR HALİNDEKİ GEMİLERDE DAHA İYİ TIBBİ HİZMET VERİLMESİ İÇİN GEREKLİ ASGARİ SAĞLIK VE GÜVENLİK KOŞULLARI HAKKINDA YÖNETMELİK
7.5.4755.txt;4755;İLLER BANKASI SİGORTA YÖNETMELİĞİ
7.5.4765.txt;4765;AVRUPA BİRLİĞİ EĞİTİM VE GENÇLİK PROGRAMLARI MERKEZİ BAŞKANLIĞI ÇALIŞMA USUL VE ESASLARI HAKKINDA YÖNETMELİK
7.5.4783.txt;4783;ÖĞRETMEN VE EĞİTİM UZMANI YETİŞTİREN YÜKSEK ÖĞRETİM KURUMLARINDA PARASIZ YATILI VEYA BURSLU ÖĞRENCİ OKUTMA VE BUNLARA YAPILACAK SOSYAL YARDIMLARA İLİŞKİN YÖNETMELİK
7.5.4791.txt;4791;GÖÇMEN İŞÇİ ÇOCUKLARININ EĞİTİMİNE İLİŞKİN YÖNETMELİK
7.5.4797.txt;4797;UMUMA AÇIK YERLER VE İÇKİLİ YERLER İLE RESMÎ VEYA ÖZEL ÖĞRETİM KURUMLARI ARASINDAKİ UZAKLIKLARIN BELİRLENMESİNE DAİR YÖNETMELİK
7.5.4798.txt;4798;ACİL SAĞLIK HİZMETLERİ YÖNETMELİĞİ
7.5.4799.txt;4799;TÜRK VATANDAŞLARININ GÜNLÜK YAŞAMLARINDA GELENEKSEL OLARAKKULLANDIKLARI FARKLI DİL VE LEHÇELERİN ÖĞRENİLMESİ HAKKINDA YÖNETMELİK
7.5.4801.txt;4801;ÇOCUK TRAFİK EĞİTİM PARKLARI YÖNETMELİĞİ
7.5.4804.txt;4804;SÜRÜCÜ DAVRANIŞLARINI GELİŞTİRME EĞİTİMİ YÖNETMELİĞİ
7.5.4808.txt;4808;MİLLÎ EĞİTİM BAKANLIĞI AÇIK ÖĞRETİM ORTAOKULU YÖNETMELİĞİ
7.5.4809.txt;4809;HİPERBARİK OKSİJEN TEDAVİSİ UYGULANAN ÖZEL SAĞLIK KURULUŞLARI HAKKINDA YÖNETMELİK
7.5.4817.txt;4817;SAĞLIK BAKANLIĞI TRAFİK HİZMETLERİ DÖNER SERMAYE İŞLETME YÖNETMELİĞİ
7.5.4821.txt;4821;DOĞAL MİNERALLİ SULAR HAKKINDA YÖNETMELİK
7.5.4845.txt;4845;MİLLÎ EĞİTİM BAKANLIĞI OKUL KÜTÜPHANELERİ YÖNETMELİĞİ
7.5.4846.txt;4846;ÖDEME GÜCÜ OLMAYAN VATANDAŞLARIN TEDAVİ GİDERLERİNİN DEVLET TARAFINDAN KARŞILANMASI VE YEŞİL KART UYGULAMASI HAKKINDA YÖNETMELİK
7.5.4847.txt;4847;HASTA HAKLARI YÖNETMELİĞİ
7.5.4854.txt;4854;ÖZEL HASTANELER YÖNETMELİĞİ
7.5.4855.txt;4855;MİLLÎ EĞİTİM BAKANLIĞI HİZMETİÇİ EĞİTİM MERKEZLERİ YÖNETMELİĞİ
7.5.4870.txt;4870;MESLEKİ EĞİTİMİ GELİŞTİRME VE YAYGINLAŞTIRMA FAALİYETLERİNİN DESTEKLENMESİYLE İLGİLİ GELİRLERE VE HARCANMASINA İLİŞKİNESAS VE USULLER
7.5.4875.txt;4875;HARİTA MÜHENDİSLİK HİZMETLERİNİ YÜKÜMLENECEK MÜELLİF VE MÜELLİF KURULUŞLARININ EHLİYETDURUMLARINA AİT YÖNETMELİK
7.5.4876.txt;4876;İMAR KANUNUNUN 38 İNCİ MADDESİNDE SAYILAN MÜHENDİSLER, MİMARLAR VE ŞEHİR PLANCILARI DIŞINDA KALAN FEN ADAMLARININ YETKÎ, GÖREV VE SORUMLULUKLARI HAKKINDA YÖNETMELİK
7.5.4882.txt;4882;PLANSIZ ALANLAR İMAR YÖNETMELİĞİ
7.5.4883.txt;4883;SIĞINAK YÖNETMELİĞİ
7.5.4885.txt;4885;ELEKTRİK İLE İLGİLİ FEN ADAMLARININ YETKİ, GÖREV VE SORUMLULUKLARI HAKKINDA YÖNETMELİK
